date,supplier,delivery_mode,amount,purchase_reference,user_account
2024-10-16,KAREEFER VENURES,INVOICE,28500.0,1,ROBERT
2024-10-17,FRAPPER ELECTRICALS,CASH SALE RECEIPT,3400.0,1,REPORTS
2024-10-17,CASH PURCHASE,CASH SALE RECEIPT,8700.0,1,REPORTS
2024-10-17,PADOFA ELECTRICALS,INVOICE,9750.0,1,REPORTS
2024-10-17,POWERCARE LIMITED,CASH SALE RECEIPT,7500.0,1,REPORTS
2024-10-17,SUPA BARGAIN AGENCIES,INVOICE,5000.0,1,REPORTS
2024-10-17,CORNERSTONE ELECTRICALS,INVOICE,6600.0,1,REPORTS
2024-10-17,NEPTUNE ELECTRICALS,INVOICE,8700.0,1,ROBERT
2024-10-17,ALEXIS,INVOICE,900.0,1,ROBERT
2024-10-17,PATNELL ELECTRICALS,INVOICE,700.0,1,ROBERT
2024-10-17,KAGAA ELECTRICALS,INVOICE,5400.0,1,ROBERT
2024-10-17,CLEBE TECH ENTERPRISES LTD,INVOICE,5400.0,1,ROBERT
2024-10-17,MAKAFULI LOCKS AND GENERAL,INVOICE,1000.0,1,ROBERT
2024-10-17,MAKAFULI LOCKS AND GENERAL,INVOICE,10460.0,1,ROBERT
2024-10-17,NIKUD,INVOICE,151920.0,1,ROBERT
2024-10-17,CORNERSTONE ELECTRICALS,INVOICE,1560.0,1,ROBERT
2024-10-17,FK ELECRICAL,INVOICE,3000.0,1,ROBERT
2024-10-17,NJOWALI ENTERPRISES,INVOICE,12000.0,1,ROBERT
2024-10-17,IMPEX ELECTRICALS,INVOICE,3500.0,1,ROBERT
2024-10-17,KEDDY INVESTMENT,INVOICE,12000.0,1,ROBERT
2024-10-17,ABERDARE,INVOICE,3000.0,1,ROBERT
2024-10-17,CASH PURCHASE,CASH SALE RECEIPT,4500.0,1,REPORTS
2024-10-17,CASH PURCHASE,CASH SALE RECEIPT,3600.0,1,REPORTS
2024-10-18,PRISCO ENTERPRISES,INVOICE,6600.0,1,ROBERT
2024-10-18,BM ELECTRICALS SALES,INVOICE,5900.0,1,ROBERT
2024-10-18,KENTEX AGENCIES,INVOICE,24000.0,1,ROBERT
2024-10-18,SUPA BARGAIN AGENCIES,INVOICE,4050.0,1,ROBERT
2024-10-18,GLOLIT,INVOICE,5400.0,1,ROBERT
2024-10-18,JAYCO TRADELINKS LTD,INVOICE,22000.0,1,ROBERT
2024-10-18,JOY E-STAR ELECTRONICS,INVOICE,3300.0,1,ROBERT
2024-10-18,STAR POINT ELECTRICALS,INVOICE,1200.0,1,ROBERT
2024-10-18,BARAKA POWER ELECTRICALS LTD,CASH SALE RECEIPT,7800.0,1,REPORTS
2024-10-18,WOODMAX ELECTRONICS,INVOICE,12500.0,1,REPORTS
2024-10-18,KIJUS TECHNOLOGIES,INVOICE,5400.0,1,ROBERT
2024-10-18,HAGISU,INVOICE,8250.0,1,REPORTS
2024-10-18,GLOLIT,INVOICE,16000.0,1,ROBERT
2024-10-18,HAGISU,INVOICE,22000.0,1,ROBERT
2024-10-18,STAR POINT ELECTRICALS,INVOICE,3900.0,1,ROBERT
2024-10-18,MAKAFULI LOCKS AND GENERAL,INVOICE,2400.0,1,ROBERT
2024-10-18,WAPIJOS ELECTRONICS,INVOICE,9550.0,1,ROBERT
2024-10-18,THIRD WORLD,INVOICE,1600.0,1,ROBERT
2024-10-19,MAKAFULI LOCKS AND GENERAL,INVOICE,660.0,1,ROBERT
2024-10-19,KIJUS TECHNOLOGIES,INVOICE,750.0,1,ROBERT
2024-10-19,MAKAFULI LOCKS AND GENERAL,INVOICE,3120.0,1,ROBERT
2024-10-19,COUSIN ENTERPRISES,INVOICE,9600.0,1,ROBERT
2024-10-19,PARADISE ELECTRICALS,INVOICE,6000.0,1,ROBERT
2024-10-21,VASTECH AGENCIES,INVOICE,30290.0,1,ROBERT
2024-10-21,PADOFA ELECTRICALS,INVOICE,6500.0,1,REPORTS
2024-10-21,CASH PURCHASE,CASH SALE RECEIPT,9250.0,1,ROBERT
2024-10-21,POWERCARE LIMITED,CASH SALE RECEIPT,7500.0,1,ROBERT
2024-10-21,CASH PURCHASE,CASH SALE RECEIPT,8100.0,1,ROBERT
2024-10-21,WANJOKI ELECTRICALS,CASH SALE RECEIPT,5250.0,1,ROBERT
2024-10-21,CASH PURCHASE,CASH SALE RECEIPT,1850.0,1,ROBERT
2024-10-21,CASH PURCHASE,CASH SALE RECEIPT,1680.0,1,ROBERT
2024-10-22,GLOLIT,INVOICE,10800.0,1,ROBERT
2024-10-22,TAWAKAL,INVOICE,2400.0,1,ROBERT
2024-10-22,EVERREADY SUPPLIER,INVOICE,11703.96,1,ROBERT
2024-10-22,WAPIJOS ELECTRONICS,INVOICE,1000.0,1,ROBERT
2024-10-22,HAGISU,INVOICE,1650.0,1,ROBERT
2024-10-22,AGNES,INVOICE,1800.0,1,ROBERT
2024-10-22,SUPA BARGAIN AGENCIES,INVOICE,700.0,1,ROBERT
2024-10-22,KENTEX AGENCIES,INVOICE,24000.0,1,ROBERT
2024-10-22,SHARIKI ELECTRICALS,INVOICE,96000.0,1,ROBERT
2024-10-22,THIRD WORLD,INVOICE,1750.0,1,ROBERT
2024-10-22,JOAGRESS ELECTRICALS,INVOICE,9000.0,1,ROBERT
2024-10-22,JOSEPHINE SUPPLIER,INVOICE,7000.0,1,ROBERT
2024-10-22,NJOWALI ENTERPRISES,INVOICE,6300.0,1,ROBERT
2024-10-22,AGNES,INVOICE,6000.0,1,ROBERT
2024-10-22,PLODAN ELECTRICALS LTD,INVOICE,4440.0,1,ROBERT
2024-10-22,SAWA INVESTMENT,INVOICE,3600.0,1,ROBERT
2024-10-22,CASH PURCHASE,CASH SALE RECEIPT,1080.0,1,REPORTS
2024-10-22,KIJUS TECHNOLOGIES,INVOICE,11250.0,1,ROBERT
2024-10-22,POWERCARE LIMITED,CASH SALE RECEIPT,5000.0,1,REPORTS
2024-10-22,ABERDARE,INVOICE,4500.0,1,ROBERT
2024-10-22,PERISTER,INVOICE,12000.0,1,ROBERT
2024-10-22,FACTNET ENTERPRISES,INVOICE,3000.0,1,ROBERT
2024-10-22,POWERMAX ELECTRICALS,INVOICE,6700.0,1,ROBERT
2024-10-22,STARLION,INVOICE,19000.0,1,ROBERT
2024-10-22,PREMIER TRADING COMPANY,INVOICE,37000.0,1,REPORTS
2024-10-22,JOY E-STAR ELECTRONICS,INVOICE,16075.0,1,ROBERT
2024-10-22,FRAPPER ELECTRICALS,INVOICE,3500.0,1,ROBERT
2024-10-22,COVENANT,INVOICE,3000.0,1,ROBERT
2024-10-22,WANJOKI ELECTRICALS,INVOICE,5700.0,1,ROBERT
2024-10-22,I KEN COMPUTER LTD,INVOICE,13500.0,1,ROBERT
2024-10-22,NEWISE,INVOICE,450000.0,1,ROBERT
2024-10-22,CRYSTAL REIGN GENERAL,INVOICE,69000.0,1,ROBERT
2024-10-23,PREMIER TRADING COMPANY,INVOICE,58000.0,1,ROBERT
2024-10-23,EDGE ELECTRONICS,INVOICE,3500.0,1,ROBERT
2024-10-23,WAPIJOS ELECTRONICS,INVOICE,3200.0,1,ROBERT
2024-10-23,PARADISE ELECTRICALS,INVOICE,4000.0,1,ROBERT
2024-10-23,WAPIJOS ELECTRONICS,INVOICE,3030.0,1,ROBERT
2024-10-23,MOONTEK,INVOICE,4800.0,1,ROBERT
2024-10-23,NJOWALI ENTERPRISES,INVOICE,26550.0,1,ROBERT
2024-10-23,MAKAFULI LOCKS AND GENERAL,INVOICE,8520.0,1,ROBERT
2024-10-23,POWERCARE LIMITED,INVOICE,8500.0,1,ROBERT
2024-10-23,KEDDY INVESTMENT,INVOICE,14910.0,1,ROBERT
2024-10-23,MAKAFULI LOCKS AND GENERAL,INVOICE,840.0,1,ROBERT
2024-10-23,KIJUS TECHNOLOGIES,INVOICE,250.0,1,ROBERT
2024-10-23,CASH PURCHASE,CASH SALE RECEIPT,1800.0,1,REPORTS
2024-10-23,POWERCARE LIMITED,CASH SALE RECEIPT,5000.0,1,REPORTS
2024-10-23,DEBOTASH ENTERPRISE,INVOICE,21460.0,1,ROBERT
2024-10-24,NEWTECH ELECTRICALS,INVOICE,2880.0,1,ROBERT
2024-10-24,JESS PINK,INVOICE,14050.0,1,ROBERT
2024-10-24,NJOWALI ENTERPRISES,INVOICE,6300.0,1,ROBERT
2024-10-24,DIGITAL FUSION LTD,INVOICE,7800.0,1,REPORTS
2024-10-24,RAY LIGHT,INVOICE,4500.0,1,REPORTS
2024-10-24,POWERCARE LIMITED,CASH SALE RECEIPT,7500.0,1,REPORTS
2024-10-24,FK ELECRICAL,INVOICE,11000.0,1,ROBERT
2024-10-24,NIKUD,INVOICE,19150.0,1,ROBERT
2024-10-24,TECHWIZARD,INVOICE,10500.0,1,ROBERT
2024-10-24,PUSIMO ELECTRICALS,INVOICE,2400.0,1,ROBERT
2024-10-24,PETOM ELECTRONICS,INVOICE,1500.0,1,REPORTS
2024-10-24,ABERDARE,INVOICE,11100.0,1,REPORTS
2024-10-24,CASH PURCHASE,CASH SALE RECEIPT,3400.0,1,REPORTS
2024-10-24,ECOTECH,CASH SALE RECEIPT,1400.0,1,REPORTS
2024-10-25,DEBOTASH ENTERPRISE,INVOICE,5700.0,1,ROBERT
2024-10-25,SPEEDEX MERCHANTS,INVOICE,6000.0,1,ROBERT
2024-10-25,NEWTECH ELECTRICALS,INVOICE,1560.0,1,ROBERT
2024-10-25,ECOTECH,CASH SALE RECEIPT,700.0,1,REPORTS
2024-10-25,BM ELECTRICALS SALES,INVOICE,3500.0,1R,REPORTS
2024-10-25,WOODMAX ELECTRONICS,INVOICE,9000.0,1,REPORTS
2024-10-25,WANJOKI ELECTRICALS,CASH SALE RECEIPT,10500.0,1,REPORTS
2024-10-25,POWERCARE LIMITED,INVOICE,26000.0,1,ROBERT
2024-10-26,GLOLIT,INVOICE,1200.0,1,ROBERT
2024-10-26,PRISCO ENTERPRISES,INVOICE,375.0,1,ROBERT
2024-10-26,PERISTER,INVOICE,1000.0,1,ROBERT
2024-10-26,OPTIMUM AGENCY,INVOICE,12000.0,1,ROBERT
2024-10-26,DEBOTASH ENTERPRISE,INVOICE,7800.0,1,ROBERT
2024-10-26,PUSIMO ELECTRICALS,INVOICE,2500.0,1,ROBERT
2024-10-26,PREMISEKEY ELECTRICALS,INVOICE,7500.0,1,ROBERT
2024-10-26,PREMIER TRADING COMPANY,INVOICE,87000.0,1,REPORTS
2024-10-26,ECOTECH,CASH SALE RECEIPT,400.0,1,REPORTS
2024-10-26,FRAPPER ELECTRICALS,INVOICE,7000.0,1,ROBERT
2024-10-26,POWERCARE LIMITED,INVOICE,24000.0,1,ROBERT
2024-10-26,DIGITAL ELECTRONICS,INVOICE,8100.0,1,ROBERT
2024-10-26,LUME INNOVATIONS,CASH SALE RECEIPT,1050.0,1,REPORTS
2024-10-26,TAWAKAL,INVOICE,6600.0,1,REPORTS
2024-10-26,CORNERSTONE ELECTRICALS,CASH SALE RECEIPT,660.0,1,REPORTS
2024-10-26,DIGITAL FUSION LTD,CASH SALE RECEIPT,8100.0,1,REPORTS
2024-10-26,WOODMAX ELECTRONICS,INVOICE,7500.0,1,ROBERT
2024-10-26,EVERREADY SUPPLIER,INVOICE,11923.96,1,ROBERT
2024-10-26,PRISCO ENTERPRISES,INVOICE,15600.0,1,ROBERT
2024-10-26,HAGISU,INVOICE,10000.0,1,ROBERT
2024-10-26,SSWAT,INVOICE,6800.0,1,ROBERT
2024-10-26,CAROL,INVOICE,21000.0,1,ROBERT
2024-10-26,BM ELECTRICALS SALES,INVOICE,3750.0,1,ROBERT
2024-10-26,WOODMAX ELECTRONICS,INVOICE,700.0,1,ROBERT
2024-10-26,PURE POWER ELECTRICALS LTD,INVOICE,2500.0,1,ROBERT
2024-10-26,SSWAT,INVOICE,7500.0,1,ROBERT
2024-10-28,KAGAA ELECTRICALS,INVOICE,20000.0,1,ROBERT
2024-10-28,POWERCARE LIMITED,INVOICE,8000.0,1,ROBERT
2024-10-28,PARADISE ELECTRICALS,INVOICE,5100.0,1,ROBERT
2024-10-28,TAWAKAL,INVOICE,3800.0,1,ROBERT
2024-10-28,LEADGEN ELECTRICAL,INVOICE,6000.0,1,ROBERT
2024-10-28,HAKEN ELECTRICALS,CASH SALE RECEIPT,2000.0,1,REPORTS
2024-10-28,SHARIKI ELECTRICALS,INVOICE,3000.0,1,ROBERT
2024-10-28,KIJUS TECHNOLOGIES,INVOICE,800.0,1,ROBERT
2024-10-28,PONTY POOL ENTERPRISES,INVOICE,3750.0,1,ROBERT
2024-10-28,KAGAA ELECTRICALS,INVOICE,1300.0,1,ROBERT
2024-10-28,PLODAN ELECTRICALS LTD,INVOICE,5700.0,1,ROBERT
2024-10-28,KENSEW ELECTRICAL SALES AND,INVOICE,13000.0,1,REPORTS
2024-10-28,POWERCARE LIMITED,INVOICE,10000.0,1,REPORTS
2024-10-28,TAWAKAL,INVOICE,1140.0,1,REPORTS
2024-10-29,JOSEPHINE SUPPLIER,INVOICE,15000.0,1,ROBERT
2024-10-29,WAJUZI,INVOICE,5100.0,1,ROBERT
2024-10-29,ABERDARE,CASH SALE RECEIPT,12400.0,1,ROBERT
2024-10-29,POWERTEX HARDWARE LTD,INVOICE,3360.0,1,ROBERT
2024-10-29,PRISCO ENTERPRISES,INVOICE,1500.0,1,ROBERT
2024-10-29,ALEXIS,INVOICE,3300.0,1,ROBERT
2024-10-29,PLODAN ELECTRICALS LTD,INVOICE,2700.0,1,ROBERT
2024-10-29,PUSIMO ELECTRICALS,CASH SALE RECEIPT,1750.0,1,ROBERT
2024-10-29,POWERCARE LIMITED,INVOICE,10000.0,1,ROBERT
2024-10-29,MAKAFULI LOCKS AND GENERAL,INVOICE,2000.0,1,ROBERT
2024-10-29,PLODAN ELECTRICALS LTD,INVOICE,4800.0,1,ROBERT
2024-10-29,GLOLIT,INVOICE,5300.0,1,ROBERT
2024-10-29,KIJUS TECHNOLOGIES,INVOICE,800.0,1,ROBERT
2024-10-29,GLOLIT,INVOICE,10000.0,1,ROBERT
2024-10-29,PURE POWER ELECTRICALS LTD,INVOICE,1560.0,1,ROBERT
2024-10-29,MILELE ELECTRICALS,INVOICE,4000.0,1,ROBERT
2024-10-29,GACHIMA GENERAL MERCHANTS,INVOICE,99200.0,1,ROBERT
2024-10-29,TECHWIZARD,INVOICE,7000.0,1,ROBERT
2024-10-29,SPEEDEX MERCHANTS,CASH SALE RECEIPT,15000.0,1,ROBERT
2024-10-29,PARADISE ELECTRICALS,INVOICE,3000.0,1,ROBERT
2024-10-29,FK ELECRICAL,INVOICE,56000.0,1,ROBERT
2024-10-29,ALEXIS,INVOICE,1200.0,1,ROBERT
2024-10-29,SHERLICK COMPANY,CASH SALE RECEIPT,8000.0,1,REPORTS
2024-10-29,BM ELECTRICALS SALES,INVOICE,6000.0,1,REPORTS
2024-10-29,GORGOR ELECTRICALS,CASH SALE RECEIPT,9000.0,1,REPORTS
2024-10-30,GACHIMA GENERAL MERCHANTS,CASH SALE RECEIPT,3300.0,1,ROBERT
2024-10-30,NJOWALI ENTERPRISES,INVOICE,16000.0,1,ROBERT
2024-10-30,PONTY POOL ENTERPRISES,INVOICE,2800.0,1,ROBERT
2024-10-30,MAKAFULI LOCKS AND GENERAL,INVOICE,13440.0,1,ROBERT
2024-10-30,MAKAFULI LOCKS AND GENERAL,INVOICE,5640.0,1,ROBERT
2024-10-30,HADASSAH ELECRICALS,INVOICE,23600.0,1,ROBERT
2024-10-30,NJOWALI ENTERPRISES,INVOICE,18250.0,1,ROBERT
2024-10-30,SPEEDEX MERCHANTS,INVOICE,5500.0,1,ROBERT
2024-10-30,POWERMAX ELECTRICALS,INVOICE,3450.0,1,ROBERT
2024-10-30,PUSIMO ELECTRICALS,INVOICE,6350.0,1,ROBERT
2024-10-30,KEDDY INVESTMENT,INVOICE,1500.0,1,REPORTS
2024-10-30,PERISTER,INVOICE,12000.0,1,REPORTS
2024-10-30,KIJUS TECHNOLOGIES,INVOICE,2500.0,1,REPORTS
2024-10-30,KIJUS TECHNOLOGIES,INVOICE,4000.0,1,REPORTS
2024-10-30,KENSEW ELECTRICAL SALES AND,INVOICE,19000.0,1,REPORTS
2024-11-01,POWERCARE LIMITED,INVOICE,5100.0,1,ROBERT
2024-11-01,KIJUS TECHNOLOGIES,INVOICE,4400.0,1,ROBERT
2024-11-01,AUGUSTINE SUPPLIERS,INVOICE,14000.0,1,ROBERT
2024-11-01,POWERTEX HARDWARE LTD,INVOICE,4300.0,1,ROBERT
2024-11-01,SHILL ELECTRICALS,INVOICE,6000.0,1,ROBERT
2024-11-01,PONTY POOL ENTERPRISES,INVOICE,20700.0,1,ROBERT
2024-11-01,JOY E-STAR ELECTRONICS,INVOICE,895.0,1,ROBERT
2024-11-01,JOY E-STAR ELECTRONICS,INVOICE,1900.0,1,ROBERT
2024-11-01,POWERCARE LIMITED,INVOICE,7500.0,1,ROBERT
2024-11-01,TAWAKAL,CASH SALE RECEIPT,1500.0,1,ROBERT
2024-11-01,CASH PURCHASE,CASH SALE RECEIPT,1400.0,1,REPORTS
2024-11-01,CASH PURCHASE,CASH SALE RECEIPT,9600.0,1,REPORTS
2024-11-01,WANJOKI ELECTRICALS,CASH SALE RECEIPT,9600.0,1,REPORTS
2024-11-01,CASH PURCHASE,CASH SALE RECEIPT,1800.0,1,REPORTS
2024-11-01,KEABLE ELECTRICALS,INVOICE,8400.0,1,ROBERT
2024-11-01,RAY LIGHT,INVOICE,3600.0,1,REPORTS
2024-11-01,DIGITAL FUSION LTD,CASH SALE RECEIPT,8100.0,1,REPORTS
2024-11-02,NLESH SUPPLIERS,INVOICE,20000.0,1,ROBERT
2024-11-02,DEBOTASH ENTERPRISE,INVOICE,1300.0,1,REPORTS
2024-11-02,PARADISE ELECTRICALS,INVOICE,1350.0,1,REPORTS
2024-11-04,SUPA BARGAIN AGENCIES,INVOICE,3270.0,1,ROBERT
2024-11-04,TAWAKAL,INVOICE,3000.0,1,ROBERT
2024-11-04,JOSEPHINE SUPPLIER,INVOICE,8000.0,1,ROBERT
2024-11-04,SHILL ELECTRICALS,INVOICE,6000.0,1,ROBERT
2024-11-04,GLOLIT,INVOICE,3500.0,1,ROBERT
2024-11-04,GLOLIT,INVOICE,5300.0,1,ROBERT
2024-11-04,SHILL ELECTRICALS,INVOICE,1300.0,1,ROBERT
2024-11-04,JOY E-STAR ELECTRONICS,INVOICE,520.0,1,ROBERT
2024-11-04,OPTIMUM AGENCY,INVOICE,8000.0,1,ROBERT
2024-11-04,PERISTER,INVOICE,23000.0,1,ROBERT
2024-11-04,PUSIMO ELECTRICALS,INVOICE,1500.0,1,ROBERT
2024-11-04,PRISCO ENTERPRISES,INVOICE,10000.0,1,ROBERT
2024-11-04,POWERCARE LIMITED,INVOICE,14000.0,1,ROBERT
2024-11-04,POWERCARE LIMITED,INVOICE,3200.0,1,ROBERT
2024-11-04,MASCOM ELECTRICALS,CASH SALE RECEIPT,1800.0,1,REPORTS
2024-11-05,TYRUX TRADERS,INVOICE,6200.0,1,ROBERT
2024-11-05,PARADISE ELECTRICALS,INVOICE,3000.0,1,ROBERT
2024-11-05,GORGOR ELECTRICALS,CASH SALE RECEIPT,1000.0,1,REPORTS
2024-11-05,PETMA ELECTRICALS,CASH SALE RECEIPT,3500.0,1,REPORTS
2024-11-05,CASH PURCHASE,INVOICE,14000.0,1,REPORTS
2024-11-05,DEBOTASH ENTERPRISE,INVOICE,20400.0,1,REPORTS
2024-11-05,KEDDY INVESTMENT,INVOICE,7500.0,1,REPORTS
2024-11-05,NJOWALI ENTERPRISES,INVOICE,10200.0,1,ROBERT
2024-11-05,JOY E-STAR ELECTRONICS,INVOICE,1200.0,1,REPORTS
2024-11-05,POWERCARE LIMITED,INVOICE,6500.0,1,REPORTS
2024-11-05,HAGISU,CASH SALE RECEIPT,7300.0,1,REPORTS
2024-11-05,POWERCARE LIMITED,CASH SALE RECEIPT,700.0,1,REPORTS
2024-11-06,MSANGAIRO HARDWARE AND,INVOICE,15000.0,1,ROBERT
2024-11-06,HAGISU,INVOICE,1700.0,1,ROBERT
2024-11-06,SPEEDEX MERCHANTS,INVOICE,15000.0,1,ROBERT
2024-11-06,MBURU ELECTRICALS,INVOICE,2000.0,0,ROBERT
2024-11-06,PERISTER,INVOICE,12000.0,1,ROBERT
2024-11-06,PINCHU TRADERS,INVOICE,17000.0,1,ROBERT
2024-11-06,JESS PINK,INVOICE,750.0,1,ROBERT
2024-11-06,PURE POWER ELECTRICALS LTD,INVOICE,6000.0,1,ROBERT
2024-11-06,CLEBE TECH ENTERPRISES LTD,INVOICE,2800.0,1,ROBERT
2024-11-06,SALUTE,INVOICE,13800.0,1,ROBERT
2024-11-06,CASH PURCHASE,CASH SALE RECEIPT,2280.0,1,ROBERT
2024-11-06,CASH PURCHASE,CASH SALE RECEIPT,9000.0,1,ROBERT
2024-11-06,CASH PURCHASE,CASH SALE RECEIPT,1500.0,1,ROBERT
2024-11-06,CASH PURCHASE,CASH SALE RECEIPT,7500.0,1,ROBERT
2024-11-06,DIGITAL FUSION LTD,CASH SALE RECEIPT,15900.0,1,REPORTS
2024-11-06,CASH PURCHASE,CASH SALE RECEIPT,6000.0,1,ROBERT
2024-11-06,CASH PURCHASE,CASH SALE RECEIPT,3250.0,1,ROBERT
2024-11-06,CASH PURCHASE,CASH SALE RECEIPT,2700.0,1,ROBERT
2024-11-06,CASH PURCHASE,CASH SALE RECEIPT,800.0,1,ROBERT
2024-11-06,CASH PURCHASE,CASH SALE RECEIPT,8000.0,1,ROBERT
2024-11-06,CASH PURCHASE,CASH SALE RECEIPT,2310.0,1,ROBERT
2024-11-06,CASH PURCHASE,CASH SALE RECEIPT,2400.0,1,ROBERT
2024-11-06,CASH PURCHASE,CASH SALE RECEIPT,1600.0,1,ROBERT
2024-11-06,CASH PURCHASE,CASH SALE RECEIPT,1200.0,1,ROBERT
2024-11-06,CASH PURCHASE,CASH SALE RECEIPT,10600.0,1,ROBERT
2024-11-07,GACHIMA GENERAL MERCHANTS,INVOICE,7000.0,1,ROBERT
2024-11-07,CORNERSTONE ELECTRICALS,INVOICE,7800.0,1,ROBERT
2024-11-07,TECHWIZARD,INVOICE,7800.0,1,ROBERT
2024-11-07,NJOWALI ENTERPRISES,INVOICE,33530.0,1,ROBERT
2024-11-07,POWERCARE LIMITED,CASH SALE RECEIPT,20500.0,1,REPORTS
2024-11-07,FAHANIM ELECTRICALS LTD,CASH SALE RECEIPT,3000.0,1,REPORTS
2024-11-07,SUPA BARGAIN AGENCIES,INVOICE,2950.0,1,REPORTS
2024-11-07,FRAPPER ELECTRICALS,INVOICE,19250.0,1,REPORTS
2024-11-07,SEEFER ENTERPRISE,CASH SALE RECEIPT,4500.0,1,REPORTS
2024-11-07,TAWAKAL,INVOICE,750.0,1,REPORTS
2024-11-07,POWERCARE LIMITED,CASH SALE RECEIPT,7500.0,1,REPORTS
2024-11-07,LUME INNOVATIONS,CASH SALE RECEIPT,4200.0,1,REPORTS
2024-11-08,JOY E-STAR ELECTRONICS,INVOICE,2000.0,1,ROBERT
2024-11-08,KIJUS TECHNOLOGIES,INVOICE,5100.0,1,ROBERT
2024-11-08,POWERCARE LIMITED,CASH SALE RECEIPT,8000.0,1,REPORTS
2024-11-08,CASH PURCHASE,CASH SALE RECEIPT,10900.0,1,REPORTS
2024-11-08,SHERLICK COMPANY,CASH SALE RECEIPT,8000.0,1,REPORTS
2024-11-08,PINCHU TRADERS,INVOICE,17000.0,1,ROBERT
2024-11-08,KALYDII ELECRICALS,CASH SALE RECEIPT,3000.0,1,REPORTS
2024-11-09,CAROL,INVOICE,10500.0,1,ROBERT
2024-11-09,SHARIKI ELECTRICALS,INVOICE,1560.0,1,ROBERT
2024-11-09,PARADISE ELECTRICALS,INVOICE,6370.0,1,ROBERT
2024-11-09,JOY E-STAR ELECTRONICS,INVOICE,2000.0,1,ROBERT
2024-11-09,STAR POINT ELECTRICALS,INVOICE,17400.0,1,ROBERT
2024-11-09,CASH PURCHASE,CASH SALE RECEIPT,200.0,1,ROBERT
2024-11-09,CASH PURCHASE,CASH SALE RECEIPT,5500.0,1,ROBERT
2024-11-09,CASH PURCHASE,CASH SALE RECEIPT,5000.0,1,ROBERT
2024-11-09,CASH PURCHASE,CASH SALE RECEIPT,1400.0,1,ROBERT
2024-11-09,CASH PURCHASE,CASH SALE RECEIPT,4500.0,1,ROBERT
2024-11-09,EVERREADY SUPPLIER,INVOICE,8600.65,1,ROBERT
2024-11-09,EVERREADY SUPPLIER,INVOICE,10639.92,1,ROBERT
2024-11-09,CASH PURCHASE,CASH SALE RECEIPT,600.0,1,ROBERT
2024-11-09,CASH PURCHASE,CASH SALE RECEIPT,57000.0,1,ROBERT
2024-11-09,POWERCARE LIMITED,INVOICE,27000.0,1,ROBERT
2024-11-09,POWERCARE LIMITED,INVOICE,2800.0,1,ROBERT
2024-11-09,POWERCARE LIMITED,INVOICE,10000.0,1,ROBERT
2024-11-09,NJOWALI ENTERPRISES,INVOICE,29550.0,1,ROBERT
2024-11-11,NJOWALI ENTERPRISES,INVOICE,21090.0,1,ROBERT
2024-11-11,SYINIX CIHO LIMITED,INVOICE,5000.0,1,ROBERT
2024-11-11,SHILL ELECTRICALS,INVOICE,6000.0,1,ROBERT
2024-11-11,WANJOKI ELECTRICALS,CASH SALE RECEIPT,5600.0,1,REPORTS
2024-11-11,PARADISE ELECTRICALS,INVOICE,13000.0,1,ROBERT
2024-11-11,HADASSAH ELECRICALS,INVOICE,4500.0,1,ROBERT
2024-11-11,FAHANIM,CASH SALE RECEIPT,1750.0,1,REPORTS
2024-11-11,CASH PURCHASE,CASH SALE RECEIPT,14000.0,1,REPORTS
2024-11-11,POWERCARE LIMITED,INVOICE,21240.0,1,ROBERT
2024-11-11,TECHWIZARD,INVOICE,12500.0,1,ROBERT
2024-11-11,STAR POINT ELECTRICALS,INVOICE,21000.0,1,ROBERT
2024-11-12,JESS PINK,INVOICE,1750.0,1,ROBERT
2024-11-12,NJOWALI ENTERPRISES,INVOICE,24350.0,1,ROBERT
2024-11-12,PREMIER TRADING COMPANY,INVOICE,20000.0,1,REPORTS
2024-11-12,JESS PINK,INVOICE,11200.0,1,REPORTS
2024-11-12,PARADISE ELECTRICALS,INVOICE,7800.0,1,REPORTS
2024-11-12,KAMMAS,INVOICE,14910.0,1,REPORTS
2024-11-12,PREMIER TRADING COMPANY,INVOICE,24400.0,1,ROBERT
2024-11-12,GOLDENMAX,INVOICE,66000.0,1,ROBERT
2024-11-12,PLUE TRADING COMPANY0,INVOICE,7500.0,1,ROBERT
2024-11-12,HIGH SPEND,INVOICE,5500.0,1,ROBERT
2024-11-13,TAWAKAL,INVOICE,3800.0,1,ROBERT
2024-11-13,HAGISU,INVOICE,1950.0,1,ROBERT
2024-11-13,NJOWALI ENTERPRISES,INVOICE,35375.0,1,ROBERT
2024-11-13,POWERCARE LIMITED,INVOICE,5100.0,1,ROBERT
2024-11-13,TYRUX TRADERS,INVOICE,8550.0,1,ROBERT
2024-11-13,TEKNEP ENTERPRISE,INVOICE,900.0,1,ROBERT
2024-11-13,TARHEEL ELECTRICALS,INVOICE,780.0,1,ROBERT
2024-11-13,VASTECH AGENCIES,INVOICE,1020.0,1,ROBERT
2024-11-13,NEW STAR COMMUNICATION,INVOICE,1525.0,1,ROBERT
2024-11-13,DRAGONLINE ELECTRICAL LTD,INVOICE,3900.0,1,ROBERT
2024-11-13,WILXCEL ENTERPRISE,INVOICE,690.0,1,ROBERT
2024-11-13,SAFI ELECTRICALS,INVOICE,6540.0,1,ROBERT
2024-11-13,COSTWISE ELECTRICALS LTD,INVOICE,4500.0,1,ROBERT
2024-11-13,HAGISU,INVOICE,400.0,1,ROBERT
